
200,15,1,10,,5,,5,,5,,,,,,,
280,20,1,15,1,10,,5,,5,,,,,,,
360,25,2,15,1,15,1,10,,5,,5,,,,,
430,25,2,20,1,15,1,10,1,5,,5,,,,,

560,35,2,25,1,20,1,15,1,10,,5,,,,,
620,40,2,30,1,20,1,15,1,10,,5,,5,,,
680,45,3,30,2,25,1,15,1,10,1,5,,5,,,
730,45,3,35,2,25,1,15,1,10,1,5,,5,,,

830,50,3,40,2,30,1,20,1,15,1,5,,5,,,
880,55,3,40,2,30,2,20,1,15,1,10,,5,,,
930,60,3,45,2,30,2,20,1,15,1,10,,5,,,
970,60,3,45,2,35,2,25,1,15,1,10,,5,,,

1060,65,4,50,3,35,2,25,1,15,1,10,,5,,,
1100,70,4,55,3,40,2,25,1,15,1,10,,5,,,
1140,70,4,55,3,40,2,25,1,15,1,10,,5,,5,
1180,75,4,55,3,40,2,30,1,20,1,10,1,5,,5,

1260,80,4,60,3,45,2,30,2,20,1,10,1,5,,5,
1300,80,5,60,3,45,2,30,2,20,1,10,1,5,,5,
1330,85,5,65,3,45,2,30,2,20,1,10,1,5,,5,
1370,85,5,65,3,50,2,35,2,20,1,10,1,5,,5,

1440,90,5,70,3,50,3,35,2,20,1,15,1,5,,5,
1470,95,5,70,4,50,3,35,2,20,1,15,1,5,,5,
1510,95,5,70,4,50,3,35,2,25,1,15,1,5,,5,
1540,95,5,75,4,55,3,35,2,25,1,15,1,5,,5,

2000,95,5,75,4,55,3,35,2,25,1,15,1,10,,5,
2100,95,5,75,4,55,3,35,2,25,1,15,1,10,,5,
2200,95,5,75,4,55,3,35,2,25,1,15,1,10,,5,
2300,95,5,75,4,55,3,35,2,25,1,15,1,10,,5,
