
149,10,1,5,,5,,5,,,,,,,,,
210,15,1,10,1,5,,5,,5,,,,,,,
270,15,1,15,1,10,,5,,5,,,,,,,
320,20,2,15,1,10,1,10,,5,,5,,,,,

410,25,2,20,1,15,1,10,,5,,5,,,,,
460,30,2,20,1,15,1,10,1,5,,5,,,,,
500,30,2,25,1,15,1,10,1,10,,5,,,,,
540,35,2,25,1,20,1,15,1,10,,5,,,,,

610,40,2,30,1,20,1,15,1,10,,5,,5,,,
650,40,3,30,2,25,1,15,1,10,,5,,5,,,
680,45,3,35,2,25,1,15,1,10,1,5,,5,,,
720,45,3,35,2,25,1,15,1,10,1,5,,5,,,

780,50,3,35,2,25,1,20,1,10,1,5,,5,,,
810,50,3,40,2,30,1,20,1,10,1,5,,5,,,
840,55,3,40,2,30,1,20,1,15,1,5,,5,,,
870,55,3,40,2,30,2,20,1,15,1,10,,5,,,

930,60,3,45,2,30,2,20,1,15,1,10,,5,,,
960,60,4,45,2,35,2,25,1,15,1,10,,5,,,
980,60,4,45,2,35,2,25,1,15,1,10,,5,,,
1010,65,4,50,2,35,2,25,1,15,1,10,,5,,,

1060,65,4,50,3,35,2,25,1,15,1,10,,5,,,
1090,70,4,50,3,40,2,25,1,15,1,10,,5,,,
1110,70,4,55,3,40,2,25,1,15,1,10,,5,,,
1140,70,4,55,3,40,2,25,1,15,1,10,,5,,,

2000,95,5,75,4,55,3,35,2,25,1,15,1,10,,5,
2100,95,5,75,4,55,3,35,2,25,1,15,1,10,,5,
2200,95,5,75,4,55,3,35,2,25,1,15,1,10,,5,
2300,95,5,75,4,55,3,35,2,25,1,15,1,10,,5,
