
140,10,1,5,,5,,5,,99,,,,,,,
198,10,1,10,,5,,5,,5,,,,,,,
250,15,1,10,1,10,,5,,5,,,,,,,
300,20,1,15,1,10,1,5,,5,,5,,,,,

390,25,2,20,1,15,1,10,,5,,5,,,,,
430,25,2,20,1,15,1,10,1,5,,5,,,,,
470,30,2,20,1,15,1,10,1,5,,5,,,,,
510,30,2,25,1,20,1,10,1,10,,5,,,,,

580,35,2,30,1,20,1,15,1,10,,5,,5,,,
610,40,2,30,1,20,1,15,1,10,,5,,5,,,
640,40,3,30,2,20,1,15,1,10,,5,,5,,,
680,45,3,30,2,25,1,15,1,10,1,5,,5,,,

740,45,3,35,2,25,1,20,1,10,1,5,,5,,,
770,50,3,35,2,25,1,20,1,10,1,5,,5,,,
790,50,3,40,2,30,1,20,1,10,1,5,,5,,,
820,50,3,40,2,30,1,20,1,10,1,5,,5,,,

870,55,3,10,2,30,2,20,1,15,1,10,,5,,,
930,55,3,15,2,30,2,20,1,15,1,10,,5,,,
930,60,3,45,2,30,2,20,1,15,1,10,,5,,,
950,60,3,45,2,35,2,25,1,15,1,10,,5,,,

1000,65,3,50,2,35,2,25,1,15,1,10,,5,,,
1020,65,3,50,2,35,2,25,1,15,1,10,,5,,,
1050,65,3,50,3,35,2,25,1,15,1,10,,5,,,
1070,65,4,50,3,35,2,25,1,15,1,10,,5,,,

2000,95,5,75,4,55,3,35,2,25,1,15,1,10,,5,
2100,95,5,75,4,55,3,35,2,25,1,15,1,10,,5,
2200,95,5,75,4,55,3,35,2,25,1,15,1,10,,5,
2300,95,5,75,4,55,3,35,2,25,1,15,1,10,,5,
