
400,15,1,10,,5,,5,,5,,,,,,,
450,20,1,15,1,10,,5,,5,,,,,,,
500,25,2,15,1,15,1,10,,5,,5,,,,,
550,25,2,20,1,15,1,10,1,5,,5,,,,,

650,35,2,25,1,20,1,15,1,10,,5,,,,,
700,40,2,30,1,20,1,15,1,10,,5,,5,,,
750,45,3,30,2,25,1,15,1,10,1,5,,5,,,
800,45,3,35,2,25,1,15,1,10,1,5,,5,,,

900,50,3,40,2,30,1,20,1,15,1,5,,5,,,
950,55,3,40,2,30,2,20,1,15,1,10,,5,,,
1000,60,3,45,2,30,2,20,1,15,1,10,,5,,,
1050,60,4,45,2,35,2,25,1,15,1,10,,5,,,

1150,65,4,50,3,35,2,25,1,15,1,10,,5,,,
1200,70,4,55,3,40,2,25,1,15,1,10,,5,,,
1250,70,4,55,3,40,2,25,1,15,1,10,,5,,5,
1300,75,4,55,3,10,2,30,1,20,1,10,1,5,,5,

1400,80,4,60,3,45,2,30,2,20,1,10,1,5,,5,
1450,80,5,60,3,45,2,30,2,20,1,10,1,5,,5,
1500,85,5,65,3,15,2,30,2,20,1,10,1,5,,5,
1550,85,5,65,3,50,2,35,2,20,1,10,1,5,,5,

1650,90,5,70,3,50,3,35,2,20,1,15,1,5,,5,
1700,95,5,70,4,50,3,35,2,20,1,15,1,5,,5,
1750,95,5,70,4,50,3,35,2,25,1,15,1,5,,5,
1800,95,5,75,4,55,3,35,2,25,1,15,1,5,,5,

2000,95,5,75,4,55,3,35,2,25,1,15,1,10,,5,
2100,95,5,75,4,55,3,35,2,25,1,15,1,10,,5,
2200,95,5,75,4,55,3,35,2,25,1,15,1,10,,5,
2300,95,5,75,1,55,3,35,2,25,1,15,1,10,,5,
