
179,10,1,10,,5,,5,,5,,,,,,,
250,15,1,10,1,10,,5,,5,,,,,,,
320,20,2,15,1,10,1,10,,5,,5,,,,,
390,25,2,20,1,15,1,10,,5,,5,,,,,

500,30,2,25,1,15,1,10,1,10,,5,,,,,
550,35,2,25,1,20,1,15,1,10,,5,,,,,
600,40,2,30,1,20,1,15,1,10,,5,,5,,,
650,40,3,30,2,25,1,15,1,10,,5,,5,,,

740,45,3,35,2,25,1,20,1,10,,5,,5,,,
780,50,3,35,2,25,1,20,1,10,,5,,5,,,
830,50,3,40,2,30,1,20,1,15,1,5,,5,,,
870,55,3,10,2,30,2,20,1,15,1,10,,5,,,

940,60,3,45,2,35,2,25,1,15,1,10,,5,,,
980,60,4,45,2,35,2,25,1,15,1,10,,5,,,
1020,65,4,50,2,35,2,25,1,15,1,10,,5,,,
1050,65,4,50,3,35,2,25,1,15,1,10,,5,,,

1120,70,4,55,3,40,2,25,1,15,1,10,,5,,,
1150,75,4,55,3,40,2,30,1,20,1,10,1,5,,5,
1190,75,4,55,3,40,2,30,1,20,1,10,1,5,,5,
1220,75,4,60,3,40,2,30,1,20,1,10,1,5,,5,

1280,80,5,60,3,45,2,30,2,20,1,10,1,5,,5,
1310,85,5,65,3,45,2,30,2,20,1,10,1,5,,5,
1340,85,5,65,3,45,2,30,2,20,1,10,1,5,,5,
1370,85,5,65,3,50,2,35,2,20,1,10,1,5,,5,

2000,95,5,75,3,55,3,35,2,25,1,15,1,10,,5,
2100,95,5,75,3,55,3,35,2,25,1,15,1,10,,5,
2200,95,5,75,3,55,3,35,2,25,1,15,1,10,,5,
2300,95,5,75,4,55,3,35,2,25,1,15,1,10,,5,
