
193,10,1,10,,5,,5,,5,,,,,,,
270,15,1,15,1,10,,5,,5,,,,,,,
350,20,2,15,1,10,1,10,,5,,5,,,,,
410,25,2,20,1,15,1,10,,5,,5,,,,,

540,35,2,25,1,20,1,15,1,10,,5,,,,,
590,35,2,30,1,20,1,15,1,10,,5,,5,,,
650,40,3,30,2,20,1,15,1,10,,5,,5,,,
700,40,3,30,2,20,1,15,1,10,1,5,,5,,,

800,50,3,40,2,30,1,20,1,10,1,5,,5,,,
840,55,3,40,2,30,1,20,1,15,1,5,,5,,,
890,55,3,40,2,30,2,20,1,15,1,10,,5,,,
930,60,3,45,2,30,2,20,1,15,1,10,,5,,,

1010,65,4,50,2,35,2,25,1,15,1,10,,5,,,
1050,65,4,50,3,35,2,25,1,15,1,10,,5,,,
1090,70,4,50,3,40,2,25,1,15,1,10,,5,,,
1130,70,4,55,3,40,2,25,1,15,1,10,,5,,,

1200,75,4,60,3,40,2,30,1,20,1,10,1,5,,5,
1240,80,4,60,3,45,2,30,1,20,1,10,1,5,,5,
1270,80,5,60,3,45,2,30,2,20,1,10,1,5,,5,
1310,80,5,65,3,45,2,30,2,20,1,10,1,5,,5,

1380,85,5,65,3,50,2,35,2,20,1,10,1,5,,5,
1410,90,5,65,3,50,2,35,2,20,1,10,1,5,,5,
1440,90,5,70,3,50,3,35,2,20,1,15,1,5,,5,
1470,95,5,70,4,50,3,35,2,20,1,15,1,5,,5,

2000,95,5,75,4,55,3,35,2,25,1,15,1,10,,5,
2100,95,5,75,4,55,3,35,2,25,1,15,1,10,,5,
2200,95,5,75,4,55,3,35,2,25,1,15,1,10,,5,
2300,95,5,75,4,55,3,35,2,25,1,15,1,10,,5,
