
350,15,1,10,,5,,5,,5,,,,,,,
400,20,1,15,1,10,,5,,5,,,,,,,
450,25,2,15,1,15,1,10,,5,,5,,,,,
500,25,2,20,1,15,1,10,1,5,,5,,,,,

600,35,2,25,1,20,1,15,1,10,,5,,,,,
650,40,2,30,1,20,1,15,1,10,,5,,5,,,
700,45,3,30,2,25,1,15,1,10,1,5,,5,,,
750,45,3,35,2,25,1,15,1,10,1,5,,5,,,

850,50,3,40,2,30,1,20,1,15,1,5,,5,,,
900,55,3,40,2,30,2,20,1,15,1,10,,5,,,
950,60,3,45,2,30,2,20,1,15,1,10,,5,,,
1000,60,4,45,2,35,2,25,1,15,1,10,,5,,,

1100,65,4,50,3,35,2,25,1,15,1,10,,5,,,
1150,70,4,55,3,40,2,25,1,15,1,10,,5,,,
1200,70,4,55,3,40,2,25,1,15,1,10,,5,,5,
1250,75,4,55,3,40,2,30,1,20,1,10,1,5,,5,

1350,80,4,60,3,45,2,30,2,20,1,10,1,5,,5,
1400,80,5,60,3,45,2,30,2,20,1,10,1,5,,5,
1450,85,5,65,3,45,2,30,2,20,1,10,1,5,,5,
1500,85,5,65,3,50,2,35,2,20,1,10,1,5,,5,

1600,90,5,70,3,50,3,35,2,20,1,15,1,5,,5,
1650,95,5,70,4,50,3,35,2,20,1,15,1,5,,5,
1700,95,5,70,4,50,3,35,2,25,1,15,1,5,,5,
1750,95,5,75,4,55,3,35,2,25,1,15,1,5,,5,

2000,95,5,75,4,55,3,35,2,25,1,15,1,10,,5,
2100,95,5,75,4,55,3,35,2,25,1,15,1,10,,5,
2200,95,5,75,4,55,3,35,2,25,1,15,1,10,,5,
2300,95,5,75,4,55,3,35,2,25,1,15,1,10,,5,
