
450,15,1,10,,5,,5,,5,,,,,,,
500,20,1,15,1,10,,5,,5,,,,,,,
550,25,2,15,1,15,1,10,,5,,5,,,,,
600,25,2,20,1,15,1,10,1,5,,5,,,,,

700,35,2,25,1,20,1,15,1,10,,5,,,,,
750,40,2,30,1,20,1,15,1,10,,5,,5,,,
800,45,3,30,2,25,1,15,1,10,1,5,,5,,,
850,45,3,35,2,25,1,15,1,10,1,5,,5,,,

950,50,3,40,2,30,1,20,1,15,1,5,,5,,,
1000,55,3,40,2,30,2,20,1,15,1,10,,5,,,
1050,60,3,45,2,30,2,20,1,15,1,10,,5,,,
1100,60,4,45,2,35,2,25,1,15,1,10,,5,,,

1200,65,4,50,3,35,2,25,1,15,1,10,,5,,,
1250,70,4,55,3,40,2,25,1,15,1,10,,5,,,
1300,70,4,55,3,40,2,25,1,15,1,10,,5,,5,
1350,75,4,55,3,10,2,30,1,20,1,10,1,5,,5,

1450,80,4,60,3,45,2,30,2,20,1,10,1,5,,5,
1500,80,5,60,3,45,2,30,2,20,1,10,1,5,,5,
1550,85,5,65,3,45,2,30,2,20,1,10,1,5,,5,
1600,85,5,65,3,50,2,35,2,20,1,10,1,5,,5,

1700,90,5,70,3,50,3,35,2,20,1,15,1,5,,5,
1750,95,5,70,4,50,3,35,2,20,1,15,1,5,,5,
1800,95,5,70,4,50,3,35,2,25,1,15,1,5,,5,
1850,95,5,75,4,55,3,35,2,25,1,15,1,5,,5,

2000,95,5,75,4,55,3,35,2,25,1,15,1,10,,5,
2100,95,5,75,4,55,3,35,2,25,1,15,1,10,,5,
2200,95,5,75,4,55,3,35,2,25,1,15,1,10,,5,
2300,95,5,75,4,55,3,35,2,25,1,15,1,10,,5,
